Name,Comment,Time,Likes,Reply Count
Ashish Rahul,"Great Tutorial! Really helpful! In the example of Tom & Jerry for unsupervised learning, the video says that the ML model forms two categories, one with images of similar features, and one with images which are different from that of category 1. What if I want Tom, Jerry & Nibbles? Will the ML model put one of them  in category 1, and the other two in category 2, or will it be able to make three distinct categories? Also, is the ""Classification"" type of problem solving (@1:00:43) only if you know you have only two categories?",2019-06-13T08:04:49Z,2,1
edureka!,"Thank you, Ashish! What you're talking about, is multi-class classification. This is possible in machine learning. Here the output is divided into more than 2 classes.",2019-07-07T16:03:57Z,1,
Shiva Gujju,"good noon Edureka, if possible to provide Data set link.....",2019-06-13T06:22:00Z,1,1
edureka!,"Hi Siva, please mention your email id (it will not be published). We will forward the dataset to your email address.",2019-07-01T13:08:46Z,0,
deepak abraham,Tnks a lot.. Grt course.. Plz add more courses,2019-06-13T02:49:26Z,3,1
edureka!,"Hey Deepak, thanks for watching the video. We will process your request as soon as possible. You can check out our other videos too. Do subscribe, like and share to stay connected with us. Cheers :)",2019-07-01T13:00:22Z,0,
Elakkiya Selvam,Engineering final year project AI project ideas video Podunga plzz..,2019-06-12T17:00:46Z,6,1
edureka!,"Hey, you can refer this data science projects blog for project ideas: http://bit.ly/2Xxy6xd",2019-07-07T15:59:29Z,0,
Argie Poul,"Very good video, it involves all artificial intelligence topics!
A question what you mean by bias in the video?",2019-06-11T15:40:20Z,9,1
edureka!,"Thank you! Coming to your question, in deep learning while calculating the output of a node, the inputs are multiplied by weights, and a bias value is added to the result. The bias value allows the activation function to be shifted to the left or right, to better fit the data.",2019-07-07T16:12:15Z,4,
Jaber ***,Very informative course . Thanks a lot,2019-06-11T15:26:11Z,6,0
kravi krukmani,To learn AI what are the basics I need to know? I'm a +2 boy of biology stream name Gokul,2019-06-11T01:11:12Z,3,1
edureka!,"Hey Kravi, you can go through this blog to understand what skills you need: http://bit.ly/2Jh1Ryq",2019-07-07T11:28:40Z,1,
Manikanta Durga,What is the difference between paid course and this,2019-06-10T17:27:07Z,1,1
edureka!,"Hi Durga, The paid course covers the concepts in depth with industry level projects. You can check out the features of the course: http://bit.ly/2xvVmAQ",2019-07-03T16:38:51Z,0,
Hitesh Kumar,You said that u have provided  links for Statistical maths and Box plots but i couldn't  find  it . It will be helpful if u provide links for it,2019-06-10T08:01:37Z,2,2
govind t,Thank you very much mam,2019-08-25T12:21:37Z,1,
edureka!,Statistics and Probability Tutorial: https://www.youtube.com/watch?v=XcLO4f1i4Yo,2019-06-11T19:49:05Z,0,
Prashant Kothari,What is scratch in reinforcement learning,2019-06-10T06:04:59Z,0,1
edureka!,"Hi Prashant, there is no such thing in reinforcement learning.",2019-07-03T16:36:20Z,0,
Suresh Paturi,Thanks Edurekha,2019-06-10T04:07:39Z,3,0
Nishant Sharma,Can I switch over to a career in AI at the age of 30 ?. Is it a good idea. plz suggest. I have no background in coding btw,2019-06-09T16:52:55Z,0,3
edureka!,"Hi Divya, make sure to master all the fundamental concepts to start your journey.",2019-07-14T16:35:02Z,0,
Divyarajsinh Solanki,i am just starting in programming and coding  what do you suggest?,2019-07-05T13:09:34Z,0,
edureka!,"Hi Nishant, you can switch but you'll have to cover a wide range of topics. You can go through this course to learn more: http://bit.ly/2xvVmAQ",2019-07-03T15:28:53Z,0,
ashish radhakrishnan,Finding it very useful. Thank you for sharing!,2019-06-08T14:44:38Z,16,1
edureka!,Thanks for the appreciation. Don't forget to subscribe to the channel.,2019-07-07T11:29:24Z,0,
Mohan Das,"Hey eduraka,in 35:05 what do mean by map there",2019-06-08T00:00:47Z,2,1
edureka!,The machine learning model 'maps' the input to the output by using the algorithm. The algorithm basically takes in inputs and gives you the output on the data you provide it. This is what I mean by mapping the input to the output.,2019-07-03T15:25:08Z,0,
Mohan Das,"In 35:00 what do mean by ""trained""there what does that exactly mean",2019-06-08T00:00:33Z,4,1
edureka!,Trained means that the model learns how to analyse the data set and form predictions by using Machine learning algorithms.,2019-07-03T15:23:26Z,3,
Zero King,This teacher told us clearly about and has a beautiful description all the video but the python from sketchs going fast .thank you,2019-06-07T11:05:15Z,94,1
edureka!,Thank you for appreciating our efforts. We will definitely look into your suggestions. Do subscribe to our channel and stay connected with us. Cheers :),2019-07-07T16:14:23Z,14,
Dindayal Agrawal,Great content,2019-06-06T13:24:32Z,4,0
DARK KNIGHT,Thank You Edureka ❤,2019-06-04T16:16:06Z,2,0
Sai Pavan,neural networks are bit confusing apart from the remaining topics. can I get the separate link regarding neural network ?,2019-06-04T11:56:58Z,0,1
edureka!,"Hi Pavan, check out this video https://www.youtube.com/watch?v=fv6Qll3laUU",2019-06-14T12:11:25Z,0,
Donny Donowitz 22,Thank you very much.,2019-06-04T10:26:11Z,2,0
RPA Developer Blue prism,"I have this doubt, NLP (Natural Language processing) and NLP (Neuro Linguistic Programming) is same of diff ?",2019-06-03T09:13:03Z,2,1
edureka!,"Hi Prakash, they are two totally different domains. In this course we've discussed about Natural Language Processing.",2019-06-06T10:28:07Z,1,
Ali Awan views,You said to learn python language link in the description but i couldn't find it,2019-06-03T05:23:58Z,2,1
edureka!,"Hi Ali, thanks for pointing out. Here is the link for Python Video: https://www.youtube.com/watch?v=vaysJAMDaZw",2019-06-03T05:50:29Z,2,
Mubasshir Khan,I love python,2019-06-02T17:57:03Z,7,0
R N,Thank you so much! Such a great tutorial for free!,2019-06-02T17:02:46Z,5,1
edureka!,Thank you for appreciating our efforts. Do subscribe to our channel and stay connected with us. Cheers :),2019-06-03T05:55:40Z,2,
Arul Franklin 24,Really nice please make a step by step use seperate video like 10min and 12min and shown on  please do next time,2019-06-02T16:28:12Z,1,1
edureka!,Thanks for the compliment! We will definitely look into your suggestions. Do subscribe to our channel and stay connected with us. Cheers!,2019-07-07T11:31:20Z,1,
Ankit Singh,what are the prerequisites required?,2019-06-02T16:07:27Z,1,1
edureka!,"Hi Ankit, for this course it is necessary that you know the basics of Python. Everything else is covered in the video. Check out this video for python training: https://www.youtube.com/watch?v=N0lxfilGfak&t=2s",2019-06-06T10:28:44Z,0,
UMAIR FVT,you use python ?,2019-06-02T10:41:51Z,0,1
edureka!,"Hi Umair! Yes, Python is used in this session.",2019-06-06T10:36:29Z,0,
Darkstar Dream,Oh my God thank you a lot edureka 🤩😘,2019-06-02T10:38:11Z,19,1
edureka!,"Hey, thanks for watching the video. Do give this video a thumbs up and subscribe to the channel for more amazing content. Cheers!",2019-06-03T05:56:36Z,5,
Mi2 Music & Vlog,Who ever wants to build career in artificial intelligence ...hit likes🤸🤸,2019-06-02T09:39:14Z,281,0
International Tourist,1st comment.....,2019-06-02T09:30:53Z,13,0
Pradeep Prajapati,Ma'am Cloud computing k full course ki video bhi upload kr do plz....,2019-06-02T09:24:33Z,4,1
edureka!,"Hi Praeep, we have forwarded your request to the content team. Do give this video a thumbs up and do consider subscribing to the channel for more amazing content. Cheers!",2019-06-06T10:35:00Z,2,
Rudradeep Sarkar,If you provide Dataset link it will be helpful,2019-06-02T09:04:11Z,1,6
Ahmed Salah,@edureka! thank you very much,2019-07-01T18:13:42Z,1,
edureka!,"Hi Ahmed, we have sent the dataset. Please check your mail.",2019-07-01T13:10:42Z,0,
edureka!,"Hi Nischal, we have sent the dataset. Please check your mail.",2019-07-01T13:10:22Z,1,
edureka!,"Hi Rudra, please mention your email id (it will not be published). We will forward the dataset to your email address.",2019-06-06T10:34:00Z,0,
Jeremiah Gitaga,I'm learning...,2019-06-02T08:58:56Z,7,0
The Nuks,Thanks,2019-06-02T08:57:36Z,1,0
Restøn,"hi

i am first",2019-06-02T08:55:45Z,3,0
Ai blogs MS Rajput,First like first view,2019-06-02T08:54:37Z,4,0
Arpit Tiwari,First,2019-06-02T08:54:36Z,3,0
